Statistik_Code;Statistik_Label;Zeit_Code;Zeit_Label;Zeit;1_Merkmal_Code;1_Merkmal_Label;1_Auspraegung_Code;1_Auspraegung_Label;2_Merkmal_Code;2_Merkmal_Label;2_Auspraegung_Code;2_Auspraegung_Label;3_Merkmal_Code;3_Merkmal_Label;3_Auspraegung_Code;3_Auspraegung_Label;4_Merkmal_Code;4_Merkmal_Label;4_Auspraegung_Code;4_Auspraegung_Label;KAU002__Kauffaelle__Anzahl;FLC023__Veraeusserte_Flaeche__1000_qm;KAU004__Durchschnittlicher_Kaufwert__EUR/qm
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;PERART01;Natürliche Person;ERWAT4;Erwerber;KRPBUND03;Bund / Länder;32;42;174,79
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;PERART01;Natürliche Person;ERWAT4;Erwerber;KRPGEMEIN01;Gemeinden / Gemeindeverbände;723;1653;44,41
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;PERART01;Natürliche Person;ERWAT4;Erwerber;PERART01;Natürliche Person;34497;32412;108,61
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;PERART01;Natürliche Person;ERWAT4;Erwerber;RECHTSF20;Übrige juristische Personen;2295;4303;207,99
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;PERART01;Natürliche Person;ERWAT4;Erwerber;;Insgesamt;38475;39705;132,70
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;RECHTSF20;Übrige juristische Personen;ERWAT4;Erwerber;BAUHERR02;Wohnungsunternehmen;182;509;820,43
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;RECHTSF20;Übrige juristische Personen;ERWAT4;Erwerber;KRPBUND03;Bund / Länder;15;128;58,31
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;RECHTSF20;Übrige juristische Personen;ERWAT4;Erwerber;KRPGEMEIN01;Gemeinden / Gemeindeverbände;106;425;79,09
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;RECHTSF20;Übrige juristische Personen;ERWAT4;Erwerber;PERART01;Natürliche Person;12182;9720;120,88
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;RECHTSF20;Übrige juristische Personen;ERWAT4;Erwerber;RECHTSF20;Übrige juristische Personen;1446;6428;260,03
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;RECHTSF20;Übrige juristische Personen;ERWAT4;Erwerber;;Insgesamt;13931;17210;192,05
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;;Insgesamt;ERWAT4;Erwerber;BAUHERR02;Wohnungsunternehmen;1598;2734;628,10
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;;Insgesamt;ERWAT4;Erwerber;KRPBUND03;Bund / Länder;61;198;100,69
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;;Insgesamt;ERWAT4;Erwerber;KRPGEMEIN01;Gemeinden / Gemeindeverbände;896;2268;55,08
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;;Insgesamt;ERWAT4;Erwerber;PERART01;Natürliche Person;72502;61434;108,95
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;;Insgesamt;ERWAT4;Erwerber;RECHTSF20;Übrige juristische Personen;4923;14398;216,65
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;;Insgesamt;ERWAT4;Erwerber;;Insgesamt;79980;81032;144,08
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND02;Rohbauland;VKFAT2;Veräußerer;BAUHERR02;Wohnungsunternehmen;ERWAT4;Erwerber;BAUHERR02;Wohnungsunternehmen;.;.;.
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND02;Rohbauland;VKFAT2;Veräußerer;BAUHERR02;Wohnungsunternehmen;ERWAT4;Erwerber;KRPBUND03;Bund / Länder;-;-;-
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND02;Rohbauland;VKFAT2;Veräußerer;BAUHERR02;Wohnungsunternehmen;ERWAT4;Erwerber;KRPGEMEIN01;Gemeinden / Gemeindeverbände;3;40;16,53
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND02;Rohbauland;VKFAT2;Veräußerer;BAUHERR02;Wohnungsunternehmen;ERWAT4;Erwerber;PERART01;Natürliche Person;18;43;19,49
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND02;Rohbauland;VKFAT2;Veräußerer;BAUHERR02;Wohnungsunternehmen;ERWAT4;Erwerber;RECHTSF20;Übrige juristische Personen;4;58;31,37
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND02;Rohbauland;VKFAT2;Veräußerer;BAUHERR02;Wohnungsunternehmen;ERWAT4;Erwerber;;Insgesamt;27;162;27,93
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND02;Rohbauland;VKFAT2;Veräußerer;KRPBUND03;Bund / Länder;ERWAT4;Erwerber;BAUHERR02;Wohnungsunternehmen;3;41;261,39
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND02;Rohbauland;VKFAT2;Veräußerer;KRPBUND03;Bund / Länder;ERWAT4;Erwerber;KRPBUND03;Bund / Länder;-;-;-
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND02;Rohbauland;VKFAT2;Veräußerer;KRPBUND03;Bund / Länder;ERWAT4;Erwerber;KRPGEMEIN01;Gemeinden / Gemeindeverbände;7;82;11,08
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND02;Rohbauland;VKFAT2;Veräußerer;KRPBUND03;Bund / Länder;ERWAT4;Erwerber;PERART01;Natürliche Person;32;67;19,74
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND02;Rohbauland;VKFAT2;Veräußerer;KRPBUND03;Bund / Länder;ERWAT4;Erwerber;RECHTSF20;Übrige juristische Personen;23;155;49,61
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND02;Rohbauland;VKFAT2;Veräußerer;KRPBUND03;Bund / Länder;ERWAT4;Erwerber;;Insgesamt;65;345;59,53
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND02;Rohbauland;VKFAT2;Veräußerer;KRPGEMEIN01;Gemeinden / Gemeindeverbände;ERWAT4;Erwerber;BAUHERR02;Wohnungsunternehmen;14;70;84,35
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND02;Rohbauland;VKFAT2;Veräußerer;KRPGEMEIN01;Gemeinden / Gemeindeverbände;ERWAT4;Erwerber;KRPBUND03;Bund / Länder;3;5;7,21
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND02;Rohbauland;VKFAT2;Veräußerer;KRPGEMEIN01;Gemeinden / Gemeindeverbände;ERWAT4;Erwerber;KRPGEMEIN01;Gemeinden / Gemeindeverbände;16;183;17,61
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND02;Rohbauland;VKFAT2;Veräußerer;KRPGEMEIN01;Gemeinden / Gemeindeverbände;ERWAT4;Erwerber;PERART01;Natürliche Person;427;528;38,16
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND02;Rohbauland;VKFAT2;Veräußerer;KRPGEMEIN01;Gemeinden / Gemeindeverbände;ERWAT4;Erwerber;RECHTSF20;Übrige juristische Personen;65;1143;27,18
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND02;Rohbauland;VKFAT2;Veräußerer;KRPGEMEIN01;Gemeinden / Gemeindeverbände;ERWAT4;Erwerber;;Insgesamt;525;1928;31,29
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND02;Rohbauland;VKFAT2;Veräußerer;PERART01;Natürliche Person;ERWAT4;Erwerber;BAUHERR02;Wohnungsunternehmen;36;259;73,26
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND02;Rohbauland;VKFAT2;Veräußerer;PERART01;Natürliche Person;ERWAT4;Erwerber;KRPBUND03;Bund / Länder;.;.;.
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND02;Rohbauland;VKFAT2;Veräußerer;PERART01;Natürliche Person;ERWAT4;Erwerber;KRPGEMEIN01;Gemeinden / Gemeindeverbände;376;2378;26,85
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND02;Rohbauland;VKFAT2;Veräußerer;PERART01;Natürliche Person;ERWAT4;Erwerber;PERART01;Natürliche Person;797;1323;27,82
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND02;Rohbauland;VKFAT2;Veräußerer;PERART01;Natürliche Person;ERWAT4;Erwerber;RECHTSF20;Übrige juristische Personen;266;2320;31,06
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND02;Rohbauland;VKFAT2;Veräußerer;PERART01;Natürliche Person;ERWAT4;Erwerber;;Insgesamt;1477;6293;30,49
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND02;Rohbauland;VKFAT2;Veräußerer;RECHTSF20;Übrige juristische Personen;ERWAT4;Erwerber;BAUHERR02;Wohnungsunternehmen;3;18;581,65
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND02;Rohbauland;VKFAT2;Veräußerer;RECHTSF20;Übrige juristische Personen;ERWAT4;Erwerber;KRPBUND03;Bund / Länder;.;.;.
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND02;Rohbauland;VKFAT2;Veräußerer;RECHTSF20;Übrige juristische Personen;ERWAT4;Erwerber;KRPGEMEIN01;Gemeinden / Gemeindeverbände;23;155;16,84
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND02;Rohbauland;VKFAT2;Veräußerer;RECHTSF20;Übrige juristische Personen;ERWAT4;Erwerber;PERART01;Natürliche Person;146;467;39,03
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND02;Rohbauland;VKFAT2;Veräußerer;RECHTSF20;Übrige juristische Personen;ERWAT4;Erwerber;RECHTSF20;Übrige juristische Personen;95;1500;45,68
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND02;Rohbauland;VKFAT2;Veräußerer;RECHTSF20;Übrige juristische Personen;ERWAT4;Erwerber;;Insgesamt;268;2142;46,64
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND02;Rohbauland;VKFAT2;Veräußerer;;Insgesamt;ERWAT4;Erwerber;BAUHERR02;Wohnungsunternehmen;58;409;115,32
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND02;Rohbauland;VKFAT2;Veräußerer;;Insgesamt;ERWAT4;Erwerber;KRPBUND03;Bund / Länder;6;18;8,31
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND02;Rohbauland;VKFAT2;Veräußerer;;Insgesamt;ERWAT4;Erwerber;KRPGEMEIN01;Gemeinden / Gemeindeverbände;425;2838;25,11
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND02;Rohbauland;VKFAT2;Veräußerer;;Insgesamt;ERWAT4;Erwerber;PERART01;Natürliche Person;1420;2428;31,86
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND02;Rohbauland;VKFAT2;Veräußerer;;Insgesamt;ERWAT4;Erwerber;RECHTSF20;Übrige juristische Personen;453;5177;35,00
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND02;Rohbauland;VKFAT2;Veräußerer;;Insgesamt;ERWAT4;Erwerber;;Insgesamt;2362;10870;34,69
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;BAUHERR02;Wohnungsunternehmen;ERWAT4;Erwerber;BAUHERR02;Wohnungsunternehmen;5;18;650,15
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;BAUHERR02;Wohnungsunternehmen;ERWAT4;Erwerber;KRPBUND03;Bund / Länder;4;7;2,81
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;BAUHERR02;Wohnungsunternehmen;ERWAT4;Erwerber;KRPGEMEIN01;Gemeinden / Gemeindeverbände;52;108;24,22
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;BAUHERR02;Wohnungsunternehmen;ERWAT4;Erwerber;PERART01;Natürliche Person;46;151;75,20
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;BAUHERR02;Wohnungsunternehmen;ERWAT4;Erwerber;RECHTSF20;Übrige juristische Personen;28;328;42,45
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;BAUHERR02;Wohnungsunternehmen;ERWAT4;Erwerber;;Insgesamt;135;613;65,15
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;KRPBUND03;Bund / Länder;ERWAT4;Erwerber;BAUHERR02;Wohnungsunternehmen;.;.;.
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;KRPBUND03;Bund / Länder;ERWAT4;Erwerber;KRPBUND03;Bund / Länder;6;32;1,57
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;KRPBUND03;Bund / Länder;ERWAT4;Erwerber;KRPGEMEIN01;Gemeinden / Gemeindeverbände;67;257;21,29
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;KRPBUND03;Bund / Länder;ERWAT4;Erwerber;PERART01;Natürliche Person;49;173;39,40
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;KRPBUND03;Bund / Länder;ERWAT4;Erwerber;RECHTSF20;Übrige juristische Personen;42;402;32,28
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;KRPBUND03;Bund / Länder;ERWAT4;Erwerber;;Insgesamt;166;869;29,30
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;KRPGEMEIN01;Gemeinden / Gemeindeverbände;ERWAT4;Erwerber;BAUHERR02;Wohnungsunternehmen;19;101;232,75
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;KRPGEMEIN01;Gemeinden / Gemeindeverbände;ERWAT4;Erwerber;KRPBUND03;Bund / Länder;66;208;13,69
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;KRPGEMEIN01;Gemeinden / Gemeindeverbände;ERWAT4;Erwerber;KRPGEMEIN01;Gemeinden / Gemeindeverbände;94;218;15,49
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;KRPGEMEIN01;Gemeinden / Gemeindeverbände;ERWAT4;Erwerber;PERART01;Natürliche Person;1662;5687;41,39
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;KRPGEMEIN01;Gemeinden / Gemeindeverbände;ERWAT4;Erwerber;RECHTSF20;Übrige juristische Personen;831;6706;44,44
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;KRPGEMEIN01;Gemeinden / Gemeindeverbände;ERWAT4;Erwerber;;Insgesamt;2672;12920;43,58
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;PERART01;Natürliche Person;ERWAT4;Erwerber;BAUHERR02;Wohnungsunternehmen;22;109;240,99
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;PERART01;Natürliche Person;ERWAT4;Erwerber;KRPBUND03;Bund / Länder;451;1065;7,39
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;PERART01;Natürliche Person;ERWAT4;Erwerber;KRPGEMEIN01;Gemeinden / Gemeindeverbände;1289;2680;26,56
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;PERART01;Natürliche Person;ERWAT4;Erwerber;PERART01;Natürliche Person;1010;3125;58,46
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;PERART01;Natürliche Person;ERWAT4;Erwerber;RECHTSF20;Übrige juristische Personen;451;3078;61,71
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;PERART01;Natürliche Person;ERWAT4;Erwerber;;Insgesamt;3223;10057;47,52
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;RECHTSF20;Übrige juristische Personen;ERWAT4;Erwerber;BAUHERR02;Wohnungsunternehmen;9;106;611,38
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;RECHTSF20;Übrige juristische Personen;ERWAT4;Erwerber;KRPBUND03;Bund / Länder;53;165;19,95
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;RECHTSF20;Übrige juristische Personen;ERWAT4;Erwerber;KRPGEMEIN01;Gemeinden / Gemeindeverbände;282;1221;26,99
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;RECHTSF20;Übrige juristische Personen;ERWAT4;Erwerber;PERART01;Natürliche Person;468;1717;49,15
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;RECHTSF20;Übrige juristische Personen;ERWAT4;Erwerber;RECHTSF20;Übrige juristische Personen;611;7473;86,64
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;RECHTSF20;Übrige juristische Personen;ERWAT4;Erwerber;;Insgesamt;1423;10682;77,96
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;;Insgesamt;ERWAT4;Erwerber;BAUHERR02;Wohnungsunternehmen;57;339;373,37
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;;Insgesamt;ERWAT4;Erwerber;KRPBUND03;Bund / Länder;580;1478;9,53
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;;Insgesamt;ERWAT4;Erwerber;KRPGEMEIN01;Gemeinden / Gemeindeverbände;1784;4483;25,78
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2015;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;;Insgesamt;ERWAT4;Erwerber;PERART01;Natürliche Person;3235;10854;47,97
